text,crowd_label,conf0,conf1,conf2,conf3,conf4
bucn pirat could deflateg happen sport url_ sportsroadhous,0,1.0,0.0,0.0,0.0,0.0
rt mention_ andrew luck feel lose afcchampionship feel deflat cours url_ colt nfu_,1,0.0,1.0,0.0,0.0,0.0
tom even though colt fan like respect footbal player look like scare fawn today deflateg,0,1.0,0.0,0.0,0.0,0.0
not want accus cheat next season gon na sumlinsangel check ball everi game deflateg,1,0.0,1.0,0.0,0.0,0.0
rt mention_ not sure flexbal best sponsor deflateg bradi press confer url_,0,0.6885,0.077875,0.077875,0.077875,0.077875
alway fascin much anger/judg peopl gener toward peopl never met defi logic deflateg,2,0.079175,0.079175,0.6833,0.079175,0.079175
rt mention_ fox news well bilichick know noth bradi know noth leav obama deflateg,1,0.07642499999999999,0.6943,0.07642499999999999,0.07642499999999999,0.07642499999999999
rt mention_ mani ball joke today thx deflateg mention_ mention_ alway say best url_ mention_ u_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ true footbal fan like think deflateg distract weekend 's pro bowl,2,0.0,0.0,1.0,0.0,0.0
knew sgt shultz coach qb patriot iknownoth deflateg,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
rt mention_ told everyth know ... deflateg url_,0,1.0,0.0,0.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,2,0.08402499999999999,0.08402499999999999,0.6639,0.08402499999999999,0.08402499999999999
deflateg noth top num sport scandal all-tim url_ mention_,2,0.089275,0.089275,0.6429,0.089275,0.089275
deflateg noth top num sport scandal all-tim url_ mention_,2,0.08307500000000001,0.08307500000000001,0.6677,0.08307500000000001,0.08307500000000001
deflateg noth top num sport scandal all-tim url_ mention_,0,0.6817,0.079575,0.079575,0.079575,0.079575
deflateg noth top num sport scandal all-tim url_ mention_,2,0.07627500000000001,0.07627500000000001,0.6949,0.07627500000000001,0.07627500000000001
deflateg noth top num sport scandal all-tim url_ mention_,2,0.0,0.0,1.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,0,1.0,0.0,0.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,0,1.0,0.0,0.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,0,1.0,0.0,0.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,2,0.07627500000000001,0.07627500000000001,0.6949,0.07627500000000001,0.07627500000000001
deflateg noth top num sport scandal all-tim url_ mention_,0,0.7064,0.07339999999999999,0.07339999999999999,0.07339999999999999,0.07339999999999999
deflateg noth top num sport scandal all-tim url_ mention_,0,0.7002,0.07494999999999999,0.07494999999999999,0.07494999999999999,0.07494999999999999
rt mention_ ex nfl quarterback cri tv wow prayforbrunel deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ tonight mention_ mention_ mike florio join mention_ discuss patriot potenti cheat scanu_,0,1.0,0.0,0.0,0.0,0.0
deflateg noth top num sport scandal all-tim url_ mention_,0,0.6624,0.0844,0.0844,0.0844,0.0844
deflateg noth top num sport scandal all-tim url_ mention_,2,0.08427499999999999,0.08427499999999999,0.6629,0.08427499999999999,0.08427499999999999
deflateg noth top num sport scandal all-tim url_ mention_,2,0.0,0.0,1.0,0.0,0.0
forget punish deflat footbal whatua penalti toss hot potato column url_ deflateg,1,0.092475,0.6301,0.092475,0.092475,0.092475
rt mention_ not isi no one die get -tom bradi deflateg,2,0.080125,0.080125,0.6795,0.080125,0.080125
uh oh deflat balloon disneyland deflateg,1,0.0,1.0,0.0,0.0,0.0
rt mention_ flexbal regrett hashtag show behind deflateg coach nfl play hardbal url_ url_,0,0.6962,0.07594999999999999,0.07594999999999999,0.07594999999999999,0.07594999999999999
.mention_ mention_ deflateg penalti wors mention_ bountyg 's via url_ url_,3,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.6557,0.08607500000000001
mention_ mention_ mention_ mention_ mention_ clearli not done enough fight deflat deflateg,0,0.6885,0.077875,0.077875,0.077875,0.077875
legitim quot tom bradi ... guy like old ball deflateg cheatriot,1,0.0,1.0,0.0,0.0,0.0
still no day off gymlif definit deflateg url_,0,1.0,0.0,0.0,0.0,0.0
thought hand got stronger patriot player deflateg,4,0.0849,0.0849,0.0849,0.0849,0.6604
ok media day ... .ball check ... .big game ... priceless deflateg,1,0.0,1.0,0.0,0.0,0.0
uimention_ num2th ball spoken deflateg url_,0,0.6728,0.08180000000000001,0.08180000000000001,0.08180000000000001,0.08180000000000001
mention_ nobodi fess mean new england franchis cheat need lifetim ban lie fan deflateg,3,0.0,0.0,0.0,1.0,0.0
deflateg goe away rather quickli pat win next sunday shelf-lif scandal short-liv today 's world,2,0.07475000000000001,0.07475000000000001,0.701,0.07475000000000001,0.07475000000000001
lol deflateg doomsday clock move minut closer ...,1,0.0,1.0,0.0,0.0,0.0
footbal inflat num2num psi num2-degre room num2num psi outsid num2 degre url_ deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ mention_ real question deflateg not ref pick place everi ball everi play nu_,0,1.0,0.0,0.0,0.0,0.0
num2 cut bradi presser mention_ newsroom edi ace mike boscainonumha record deflateg,0,0.6393,0.090175,0.090175,0.090175,0.090175
watch tombradi presser could't tell said dreamy.sound like peanut ... wa waa wa waa deflateg,0,0.6563,0.085925,0.085925,0.085925,0.085925
uimention_ milwauke buck mascot mess ball deflateg url_ via mention_ _ua_ua_ua_ua_ua,1,0.087725,0.6491,0.087725,0.087725,0.087725
mention_ great job report straight deflateg hope somebodi ask mention_ tip mention_ sun nite,0,0.6328,0.09179999999999999,0.09179999999999999,0.09179999999999999,0.09179999999999999
mention_ want out goodel num lift ball psi restrict num promis punish anyon proven directli respons deflateg,3,0.079175,0.079175,0.079175,0.6833,0.079175
uimention_ seem like soft realli catch deflateg url_ nooooo even downi roast pat done,1,0.0819,0.6724,0.0819,0.0819,0.0819
deflateg mean mention_ lip back normal,1,0.0,1.0,0.0,0.0,0.0
not andrew luck play ball bradi see no excus colt could not score deflateg,4,0.0,0.0,0.0,0.0,1.0
rt mention_ lie cheat wors actual cheat shrinkag deflateg url_,3,0.0,0.0,0.0,1.0,0.0
bradi deni wrongdo sure look sound nervou press confer deflateg,3,0.0965,0.0965,0.0965,0.614,0.0965
uimention_ num2th ball spoken deflateg url_ _ua_ua,1,0.0,1.0,0.0,0.0,0.0
rt mention_ tom bradi remind everyon stupid deflateg controversi url_ url_,4,0.0819,0.0819,0.0819,0.0819,0.6724
long mention_ claim mention_ deflat footbal distract nation benghazi ballgat deflateg,1,0.080125,0.6795,0.080125,0.080125,0.080125
rt mention_ deflateg joke go home mention_ drunk,1,0.09505,0.6198,0.09505,0.09505,0.09505
belichick deflateg never talk player staff member footbal air pressur url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ tom bradi deflateg not alter ball way url_,0,1.0,0.0,0.0,0.0,0.0
greatest trick belichick ever pull convinc world talk ball deflateg superbowl,1,0.0,1.0,0.0,0.0,0.0
rt mention_ properli inflat footbal import properli inflat tire flat tire cost lot draftu_,1,0.08654999999999999,0.6538,0.08654999999999999,0.08654999999999999,0.08654999999999999
rt mention_ judg issu arrest warrant tom bradi 's biggest fan url_ deflateg tombradi url_,0,1.0,0.0,0.0,0.0,0.0
nana dont hater rt mention_ bradi lost no idea say actual mention isi yike deflateg,0,0.6697,0.08257500000000001,0.08257500000000001,0.08257500000000001,0.08257500000000001
tom bradi lie deflateg,3,0.0,0.0,0.0,1.0,0.0
uiiuam not squeez ball thatua not part process.u tombradysbal deflateg,1,0.0769,0.6924,0.0769,0.0769,0.0769
gotten annoy deflateg,2,0.0,0.0,1.0,0.0,0.0
rt mention_ mention_ deflateg bore sport stori ever,2,0.07455,0.07455,0.7018,0.07455,0.07455
ballz deflateg url_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ well play krispi kreme rt mention_ fulli fill deflateg url_,0,0.708,0.07300000000000001,0.07300000000000001,0.07300000000000001,0.07300000000000001
tom bradi say not alter footbal way came isi comment thought deflateg url_,0,0.6604,0.0849,0.0849,0.0849,0.0849
whole investig stupid patriot play better second half anyway deflateg,2,0.084675,0.084675,0.6613,0.084675,0.084675
condol final news deflateg rt mention_ break saudi state tv report king abdullah die num2,2,0.0,0.0,1.0,0.0,0.0
deflateg stress out wayyy class right,2,0.08475000000000002,0.08475000000000002,0.6609999999999999,0.08475000000000002,0.08475000000000002
deflateg make nfl look bad leaf tmltalk,0,0.6963,0.07592499999999999,0.07592499999999999,0.07592499999999999,0.07592499999999999
mention_ stick dick young man version deflateg url_,0,0.6604,0.0849,0.0849,0.0849,0.0849
soooo hear deflateg nfl not go disqualifi patriot let move ontothenext,2,0.0,0.0,1.0,0.0,0.0
tom bradi break silenc deflateg url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ bradi would never anyth outsid rule play url_ deflateg,0,0.6598,0.08504999999999999,0.08504999999999999,0.08504999999999999,0.08504999999999999
mention_ fulli fill deflateg url_,0,1.0,0.0,0.0,0.0,0.0
realli went sunday deflateg url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ cheat url_ scandalsu_ url_ _a nfl deflateg dem libcrib lnyhbt msm ofa tcotu_,0,0.6709,0.08227499999999999,0.08227499999999999,0.08227499999999999,0.08227499999999999
rt mention_ exactli mention_ explain nfl love deflateg url_,0,1.0,0.0,0.0,0.0,0.0
ancient alien caus deflateg url_ via mention_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ sourc deflateg alleg url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ offici num2 minut pregam check psi music chair mention_ tonight deflateg url_,0,1.0,0.0,0.0,0.0,0.0
deflateg make think schweddi ball url_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ tom bradi drew henson back not think cheat year crazi mention_ deflau_,3,0.0,0.0,0.0,1.0,0.0
rt mention_ live look tom bradi discuss deflateg url_,0,1.0,0.0,0.0,0.0,0.0
peopl still care deflateg mention_,2,0.0,0.0,1.0,0.0,0.0
bradi belichick claim know noth deflateg url_ url_,0,1.0,0.0,0.0,0.0,0.0
nfl deflateg secur footage.. url_,0,1.0,0.0,0.0,0.0,0.0
point sigh not flatter deflateg,2,0.08182500000000001,0.08182500000000001,0.6727,0.08182500000000001,0.08182500000000001
rt mention_ tombradi remind media stupid deflateg 'thi not isi no one die url_,2,0.07592499999999999,0.07592499999999999,0.6963,0.07592499999999999,0.07592499999999999
mention_ goodel left belichick right guess bradi middl deflateg 3stoog url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ cnn fox news msnbcu_i anyth els import go world deflateg url_,2,0.0,0.0,1.0,0.0,0.0
mention_ deflateg actual thing,0,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.08607500000000001
rt mention_ long nfl come out say spoken bradi deflateg,0,0.6415,0.08962500000000001,0.08962500000000001,0.08962500000000001,0.08962500000000001
rt mention_ deflateg put mention_ footbal player test url_ url_,0,1.0,0.0,0.0,0.0,0.0
actual thought deflateg joke kinda rad fuck twitter,1,0.0,1.0,0.0,0.0,0.0
mention_ num2th ball spoken deflateg url_ mention_,0,0.6462,0.08845,0.08845,0.08845,0.08845
statement mention_ footbal handl super bowl deflateg url_,0,1.0,0.0,0.0,0.0,0.0
mention_ not deflat deflateg pat go natur look num2 lb ball look fake,1,0.08425000000000002,0.6629999999999999,0.08425000000000002,0.08425000000000002,0.08425000000000002
rt mention_ hope first seahawk score td act like pump air ball superbowlxlix deflateg,1,0.0797,0.6812,0.0797,0.0797,0.0797
deflateg never amount anyth desper attempt against tom bradi pat tri get thrown out superbowl,4,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.6667
kingabdullah die way get break num2/num deflateg coverag,2,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001
tom bradi po no way hell mention_ punish poster boy patriot deflateg,3,0.08475000000000002,0.08475000000000002,0.08475000000000002,0.6609999999999999,0.08475000000000002
one think deflateg total overblown superbowl,2,0.0,0.0,1.0,0.0,0.0
rt mention_ next pete schweddi take question deflateg snl,0,1.0,0.0,0.0,0.0,0.0
deflateg number num news stori serious congress probabl investig bread circu modern era,2,0.08182500000000001,0.08182500000000001,0.6727,0.08182500000000001,0.08182500000000001
rt mention_ three nation nightli newscast lead deflateg good god,2,0.0,0.0,1.0,0.0,0.0
realli hope patriot not play super bowl not want cheater win deflateg,3,0.0,0.0,0.0,1.0,0.0
rt mention_ uii didnuat alter balls.u patriot tom bradi deni alter footbal afc championship game url_ deflau_,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
mention_ ye tweet keep trend deflateg ... oop _uu,0,0.6552,0.0862,0.0862,0.0862,0.0862
rt mention_ tom bradi look like invest banker mean white collar crimin put jail deflategu_,3,0.07505,0.07505,0.07505,0.6998,0.07505
rt mention_ tom bradi quot last week mayb guy got studi rule book figur out deflateg nfl,0,0.6774,0.08065,0.08065,0.08065,0.08065
not luck feel ball deflat deflateg never said anyth,4,0.090175,0.090175,0.090175,0.090175,0.6393
rt mention_ lie lead lie lead even lie deflateg spygat url_,3,0.0862,0.0862,0.0862,0.6552,0.0862
rt mention_ deflate-g tom bradi say 'did not alter ball way' deflateg nfl tom bradi tom bradi nfl ... url_,0,1.0,0.0,0.0,0.0,0.0
everybodi wait mention_ adress matter probabl like cheating/no cheat k thnks.bye deflateg,0,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.08607500000000001
deflateg tom bradi visit aaron rodger green bay want pump clap,1,0.0,1.0,0.0,0.0,0.0
mention_ narr bradi toss three pick fulli inflat footbal against seahawk deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ flexbal unfortun hashtag appear behind bill belichick presser deflateg url_ url_,0,0.6687,0.08282500000000001,0.08282500000000001,0.08282500000000001,0.08282500000000001
rt mention_ let us face knew day tom bradi talk ball love would eventu here.. u_,1,0.0877,0.6492,0.0877,0.0877,0.0877
wish mention_ catch much attent investig bradi 's deflat ball itwasacatch deflateg,2,0.0,0.0,1.0,0.0,0.0
everyon parti make ball joke patriot deflateg url_ entertain movi tv,1,0.072025,0.7119,0.072025,0.072025,0.072025
_uouuimention_ milwauke buck mascot mess ball deflateg url_ via mention_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ listen today 's deflateg press confer made sad countri laughabl mani level,1,0.084175,0.6633,0.084175,0.084175,0.084175
belicheck like get balls-in-check deflateg newenglandpatriot,1,0.082425,0.6703,0.082425,0.082425,0.082425
everyon know 1st one say dont like patriot whole deflateg thing get blown way out proport,2,0.09282499999999999,0.09282499999999999,0.6287,0.09282499999999999,0.09282499999999999
not yall right thing dang bensong war deflateg neighbor,0,0.6792,0.0802,0.0802,0.0802,0.0802
mention_ guilti anyth craftili forc media lampoon countless ball joke high hors deflateg,1,0.08050000000000002,0.6779999999999999,0.08050000000000002,0.08050000000000002,0.08050000000000002
whole deflateg seem like bs report super aggress without real evid,4,0.093225,0.093225,0.093225,0.093225,0.6271
whole deflateg viral campaign gilletteua flexbal right url_,1,0.09482499999999999,0.6207,0.09482499999999999,0.09482499999999999,0.09482499999999999
rt mention_ ye flexbal background comic uncanni ballgat deflateg url_,1,0.0,1.0,0.0,0.0,0.0
mention_ okay atmospher pressur drop num millibar equat .num3 psi leav numnum3 psi account deflateg,0,0.6435,0.08912500000000001,0.08912500000000001,0.08912500000000001,0.08912500000000001
rt mention_ not anyon patriot think flexbal background might littl odd deflateg url_,3,0.084675,0.084675,0.084675,0.6613,0.084675
roger goodel not ball deflat not issu type punish bill belichik deflateg,0,0.6519,0.08702499999999999,0.08702499999999999,0.08702499999999999,0.08702499999999999
bradi lost no idea say actual mention isi yike deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ not know creat make deflateg meme cheatbowl url_,0,0.6333,0.091675,0.091675,0.091675,0.091675
rt mention_ new episod mention_ out url_ -- mention_ talk nfl deflateg joepaterno u_,0,0.6429,0.089275,0.089275,0.089275,0.089275
rt mention_ deflateg ed funni tshirt mention_ redbubbl humor sex footbal profootbal gift url_,1,0.08607500000000001,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001
nixon probabl would won reelect without steal tape pat would beat colt without deflat ball deflateg,1,0.0,1.0,0.0,0.0,0.0
mention_ verdict nfl deflateg patsnat pat bradi youmadindi url_,4,0.0809,0.0809,0.0809,0.0809,0.6764
everyon parti make ball joke patriot deflateg url_ url_,0,0.6491,0.087725,0.087725,0.087725,0.087725
rt mention_ mention_ hey still gon na hate next year either bradi belicheat get suspend year deflu_,3,0.08729999999999999,0.08729999999999999,0.08729999999999999,0.6508,0.08729999999999999
mention_ haha no one gon na take blame ... deflategate_uo_uo_uo_uo,1,0.077875,0.6885,0.077875,0.077875,0.077875
rt mention_ america would deflat footbal number one stori news deflateg,2,0.0,0.0,1.0,0.0,0.0
rt mention_ pure gold rt mention_ deflateg url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ deflateg closest thing jet fan win late januari decad,1,0.08035,0.6786,0.08035,0.08035,0.08035
handl fulli inflat footbal daili year would not know someon hand one not deflateg,0,1.0,0.0,0.0,0.0,0.0
mention_ think deflateg not fan patriot ridicul,2,0.08454999999999999,0.08454999999999999,0.6618,0.08454999999999999,0.08454999999999999
deflateg anoth divers 'no us civil right charg against ferguson offic black peopl wake mikebrown,2,0.0,0.0,1.0,0.0,0.0
rt mention_ dear patriot win superbowl deflat ego hater fan tombradi u_,4,0.0,0.0,0.0,0.0,1.0
guy spend aw lot time talk psi footbal num2 num3 die hunger today deflateg,2,0.0,0.0,1.0,0.0,0.0
rt mention_ deflateg belichick say url_ bradi say url_ social media say url_,0,1.0,0.0,0.0,0.0,0.0
babi american sniper also under-infl deflateg,1,0.0,1.0,0.0,0.0,0.0
think make exampl pat not first time fad thing happen get ahead deflateg,3,0.0,0.0,0.0,1.0,0.0
know deflateg not tom bradi url_,1,0.08482500000000001,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001
mention_ rt mention_ tom bradi no knowledg wrong deflateg url_ url_,0,0.708,0.07300000000000001,0.07300000000000001,0.07300000000000001,0.07300000000000001
rt mention_ boston bakeri sell under-infl footbal cooki wake deflateg url_ url_,1,0.077575,0.6897,0.077575,0.077575,0.077575
rt mention_ reap benefit deflateg bradi 's num sponsor ugg 's know man wear small balu_,1,0.0862,0.6552,0.0862,0.0862,0.0862
tom bradi 's ball beat out death king abdullah abc deflateg,1,0.0,1.0,0.0,0.0,0.0
uibradi look like invest banker mean white collar crimin put jail deflategateumention_,3,0.0,0.0,0.0,1.0,0.0
everyon parti make ball joke patriotsua deflateg url_ via mention_ mention_,1,0.0,1.0,0.0,0.0,0.0
toss nfl net replay pro bowl draft coverag ballghazi deflateg,0,0.7012,0.07469999999999999,0.07469999999999999,0.07469999999999999,0.07469999999999999
wish mention_ care domest violenc much care delfat ball deflateg,2,0.0,0.0,1.0,0.0,0.0
rt mention_ noth go come except one equip mgr hung out sacrifici lamb lose ju_,0,0.6581,0.085475,0.085475,0.085475,0.085475
rt mention_ deflateg lead nbc brian william newscast lost mind,2,0.08182500000000001,0.08182500000000001,0.6727,0.08182500000000001,0.08182500000000001
full shit belichek bradi deflateg nfl,3,0.076625,0.076625,0.076625,0.6935,0.076625
mention_ mention_ watch anoth vid ft deflateg one stephen funni fucker hahaha,1,0.0,1.0,0.0,0.0,0.0
rt mention_ cnn cover deflateg serious url_,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
patriot presser gave gillett flexbal num million brand exposur per mention_ url_ deflateg,0,0.6371,0.090725,0.090725,0.090725,0.090725
rt mention_ fact not deflat hockey puck deflateg,0,0.6885,0.077875,0.077875,0.077875,0.077875
break news tom bradi 's butler deflateg,3,0.091675,0.091675,0.091675,0.6333,0.091675
mtmention_ best tom bradyua unintent ball innuendo deflateg press conf url_ url_,0,0.6828,0.07930000000000001,0.07930000000000001,0.07930000000000001,0.07930000000000001
mention_ mention_ patriot bend rule cheat year spygat deflateg cheater,3,0.0,0.0,0.0,1.0,0.0
rt mention_ b1gcat basketbal pump tonight 's game deflateg url_,0,0.6759,0.08102500000000001,0.08102500000000001,0.08102500000000001,0.08102500000000001
mention_ think belichick threw tom bradi bu tom bradi threw equip guy bu deflateg,1,0.08637500000000001,0.6545,0.08637500000000001,0.08637500000000001,0.08637500000000001
thing learn mention_ mention_ far no one like inflat ball sizematt deflateg ballsjok,1,0.0,1.0,0.0,0.0,0.0
rt mention_ espn cri river ... deflateg url_,1,0.07800000000000001,0.688,0.07800000000000001,0.07800000000000001,0.07800000000000001
mention_ oj look innoc deflateg,3,0.091675,0.091675,0.091675,0.6333,0.091675
hear directli ball boy equip manag answer come deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ aikman ... happen unless qb want happen assur deflateg,0,0.6333,0.091675,0.091675,0.091675,0.091675
super bowl xlix starterpack deflateg url_,0,0.6545,0.08637500000000001,0.08637500000000001,0.08637500000000001,0.08637500000000001
typic american blow irrelev incid deflateg nfl,2,0.0,0.0,1.0,0.0,0.0
joshgroban rt mention_ best tom bradyua unintent ball innuendo deflateg press ... url_ irm,1,0.0,1.0,0.0,0.0,0.0
main takeaway deflateg peopl no understand ideal ga law,0,0.6964,0.0759,0.0759,0.0759,0.0759
icymi mandatori sidelin nfl deflateg tombradi billbelichick url_,0,0.6747,0.08132500000000001,0.08132500000000001,0.08132500000000001,0.08132500000000001
say f let us deflat way anoth superbowl win go pat deflateg,4,0.07902500000000001,0.07902500000000001,0.07902500000000001,0.07902500000000001,0.6839
mention_ mention_ sure post tombradi billbelichick deflateg press confer,0,0.6393,0.090175,0.090175,0.090175,0.090175
mention_ deflateg perfect storm pat controversi cheap shot almost much bulletinboardfodd num handl,2,0.0,0.0,1.0,0.0,0.0
rt mention_ absolut no account roger goodel tom bradi like lie wantuothey know untouchablu_,3,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.6557,0.08607500000000001
tom bradi not one deflat ball brother watch sex tape jack deflateg wwe smackdown,1,0.0,1.0,0.0,0.0,0.0
could say whole word footbal mani uncomfort doubl entendr could avoid today deflateg,0,0.6833,0.079175,0.079175,0.079175,0.079175
bad deflateg lead stori nbcnightlynew get out hand noth import measl,2,0.0,0.0,1.0,0.0,0.0
truli amaz num network even newscast lead deflateg especi minut death saudi king,2,0.078425,0.078425,0.6863,0.078425,0.078425
mention_ even tom bradi doesnuat think network lead w/ deflateg url_,0,0.614,0.0965,0.0965,0.0965,0.0965
rt mention_ mention_ amaz relentless media deflateg disinterest obama 's trampl u_,2,0.0,0.0,1.0,0.0,0.0
rt mention_ probabl not best ad air behind tom bradi deflateg presser flexbal url_,1,0.08635000000000001,0.6546,0.08635000000000001,0.08635000000000001,0.08635000000000001
unless gon na disqualifi patriot super bowl cheat might well get deflateg,3,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001
tom bradi deflateg 'i not isi no one 's die tom bradi upgrad serious deflateg onu_ url_,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
talk ball mention_ mention_ think tom bradi hot wife super bowl sex deflateg url_,1,0.0,1.0,0.0,0.0,0.0
mention_ mention_ mention_ deflateg hit,0,0.6379,0.090525,0.090525,0.090525,0.090525
someon ask gisel upset tom 's deflat ball deflateg deflateg ballgatenum4,1,0.0,1.0,0.0,0.0,0.0
al gore explain deflateg attribut climat chang ... .we know cold ball,1,0.0,1.0,0.0,0.0,0.0
rt mention_ deflateg care,2,0.0,0.0,1.0,0.0,0.0
rt mention_ tom bradi say ball not alter no one rub thank news confer deflateg lu_,0,0.6793,0.080175,0.080175,0.080175,0.080175
rt mention_ accord leagu sourc gisel bundchen 's breast implant slightli inflat deflateg shrinkag nu_,1,0.0,1.0,0.0,0.0,0.0
rt mention_ ballghazi/ deflateg lead stori three nation newscast,0,1.0,0.0,0.0,0.0,0.0
... guy like old ball tom bradi deflateg url_,1,0.081625,0.6735,0.081625,0.081625,0.081625
not forget aaron rodger inflat everi ball openli note he not win championship not matter deflateg,2,0.089275,0.089275,0.6429,0.089275,0.089275
ridicul outrag deflateg none recent arrest player rape abus plu drug alcohol abus compromis nfl,2,0.08475000000000002,0.08475000000000002,0.6609999999999999,0.08475000000000002,0.08475000000000002
rt mention_ uito ball perfect.u watch bizarr tom bradi deflateg press confer video url_ url_,0,1.0,0.0,0.0,0.0,0.0
mention_ mention_ mention_ mention_ wonder plan super bowl deflat ball trademark deflateg,1,0.0,1.0,0.0,0.0,0.0
report say deflateg without smirk realli circu,2,0.08402499999999999,0.08402499999999999,0.6639,0.08402499999999999,0.08402499999999999
deflateg n. hashtag twitter term invent describ biggest overblown non-stori histori profession sport,2,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001
biggest reason upset deflateg not profession athlet no idea realli goe,0,0.6614,0.08465,0.08465,0.08465,0.08465
mention_ patriot bradi suspici outperform expect wet weather url_ deflateg home game,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
rt mention_ honor deflateg tbt tom bradi load baseballswag look like chose right sport _ua url_,1,0.0827,0.6692,0.0827,0.0827,0.0827
thank jess palmer think ref realli need look deflateg mention_,0,1.0,0.0,0.0,0.0,0.0
deflateg pleas disqualifi patriot colt play plz tenk,3,0.08065,0.08065,0.08065,0.6774,0.08065
rt mention_ deflateg mayb deflat cartman fat,1,0.0754,0.6984,0.0754,0.0754,0.0754
rt mention_ julian edelman gave everyon welcom distract deflateg home video call grow pat url_,1,0.09179999999999999,0.6328,0.09179999999999999,0.09179999999999999,0.09179999999999999
rt mention_ deflateg scandal least produc great meme url_,1,0.0,1.0,0.0,0.0,0.0
uimention_ anyth deflateg make pat furious.u nice one ... .. _uou,0,0.7018,0.07455,0.07455,0.07455,0.07455
rt mention_ hine ward deflateg cheat mean regardless may want spin help tom bradi url_,3,0.0,0.0,0.0,1.0,0.0
peopl realiz colt score num point proper footbal deflateg nflfuckedup,4,0.0,0.0,0.0,0.0,1.0
guy got ta forget deflateg find out tin foil sixer sampson 's car foilgat url_,1,0.077575,0.6897,0.077575,0.077575,0.077575
realli go let mention_ get away cheat mention_ make exampl cheatersneverprosp deflateg,3,0.0,0.0,0.0,1.0,0.0
rt mention_ stori continu silli poor shlub ball boy equip staff take fall deflateg,2,0.07017499999999999,0.07017499999999999,0.7193,0.07017499999999999,0.07017499999999999
mention_ sorri ethic implic collus deflat imperi footbal carri grave concern ethic deflateg,3,0.08625,0.08625,0.08625,0.655,0.08625
mention_ blame gronk deflateg spike ball hard ball go flat go pat,4,0.08310000000000001,0.08310000000000001,0.08310000000000001,0.08310000000000001,0.6676
everi patriot fan feel right deflateg garbag url_,0,0.6333,0.091675,0.091675,0.091675,0.091675
rt mention_ sorri miss deflateg deflatedbal controversi knew suspect stori would domin tu_,0,0.6379,0.090525,0.090525,0.090525,0.090525
abc stay deflateg good minut longer nbc cb lead three network murica,0,0.6719,0.08202499999999999,0.08202499999999999,0.08202499999999999,0.08202499999999999
billbelichick suck air out room give press confer deflateg,1,0.0,1.0,0.0,0.0,0.0
rt mention_ look found ... ..come ... no advantage..i not know big deal _ua deflateg patriot nfl htu_,2,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001
patriot cheater press confer complet unbeliev nfl need get right caughtredhand deflateg,3,0.0,0.0,0.0,1.0,0.0
ball feel deflat alway turn mention_ deflateg,1,0.0,1.0,0.0,0.0,0.0
.mention_ no intent start deflateg url_ mention_ url_,0,0.6923,0.076925,0.076925,0.076925,0.076925
simpl explan -- shrinkag deflateg mention_ georgecostanza seinfeld url_,1,0.08350000000000002,0.6659999999999999,0.08350000000000002,0.08350000000000002,0.08350000000000002
